rpm,fuel,power,torque
1990.585,241.9529,53.8117,258.2824
1819.399,241.097,50.388,263.418
1895.951,241.4798,51.919,261.1215
1892.828,241.4641,51.8566,261.2152
1873.777,241.3689,51.4755,261.7867
1906.781,241.5339,52.1356,260.7966
1880.078,241.4004,51.6016,261.5977
1892.009,241.46,51.8402,261.2397
1947.924,241.7396,52.9585,259.5623
1911.167,241.5558,52.2233,260.665
1802.622,241.0131,50.0524,263.9213
1865.96,241.3298,51.3192,262.0212
1930.309,241.6515,52.6062,260.0907
1986.588,241.9329,53.7318,258.4024
1883.984,241.4199,51.6797,261.4805
1944.06,241.7203,52.8812,259.6782
1967.47,241.8374,53.3494,258.9759
1857.695,241.2885,51.1539,262.2692
1858.537,241.2927,51.1707,262.2439
1917.326,241.5866,52.3465,260.4802
1861.374,241.3069,51.2275,262.1588
1826.641,241.1332,50.5328,263.2008
1878.823,241.3941,51.5765,261.6353
1819.809,241.099,50.3962,263.4057
1945.726,241.7286,52.9145,259.6282
1816.544,241.0827,50.3309,263.5037
1923.269,241.6163,52.4654,260.3019
1995.794,241.979,53.9159,258.1262
1919.042,241.5952,52.3808,260.4287
1826.745,241.1337,50.5349,263.1977
1862.006,241.31,51.2401,262.1398
1875.783,241.3789,51.5157,261.7265
1949.574,241.7479,52.9915,259.5128
1944.953,241.7248,52.8991,259.6514
1807.18,241.0359,50.1436,263.7846
1943.462,241.7173,52.8692,259.6961
1982.604,241.913,53.6521,258.5219
1850.907,241.2545,51.0181,262.4728
1941.925,241.7096,52.8385,259.7423
1934.464,241.6723,52.6893,259.9661
1939.826,241.6991,52.7965,259.8052
1866.385,241.3319,51.3277,262.0084
1862.751,241.3138,51.255,262.1175
1951.128,241.7556,53.0226,259.4662
1999.325,241.9966,53.9865,258.0203
1956.781,241.7839,53.1356,259.2966
1957.622,241.7881,53.1524,259.2713
1806.837,241.0342,50.1367,263.7949
1929.565,241.6478,52.5913,260.113
1880.992,241.405,51.6198,261.5702
1834.258,241.1713,50.6852,262.9723
1954.436,241.7722,53.0887,259.3669
1920.455,241.6023,52.4091,260.3863
1821.922,241.1096,50.4384,263.3423
1890.286,241.4514,51.8057,261.2914
1946.16,241.7308,52.9232,259.6152
1851.028,241.2551,51.0206,262.4692
1841.428,241.2071,50.8286,262.7572
1839.755,241.1988,50.7951,262.8073
1896.802,241.484,51.936,261.0959
1892.99,241.4649,51.8598,261.2103
1876.109,241.3805,51.5222,261.7167
1986.273,241.9314,53.7255,258.4118
1897.862,241.4893,51.9572,261.0641
1927.414,241.6371,52.5483,260.1776
1984.565,241.9228,53.6913,258.4631
1829.785,241.1489,50.5957,263.1064
1959.523,241.7976,53.1905,259.2143
1838.409,241.192,50.7682,262.8477
2157.589,245.9397,55.5759,246.9688
2144.872,245.6218,55.4487,247.859
2090.023,244.2506,54.9002,251.6984
2014.578,242.3645,54.1458,256.9795
2095.364,244.3841,54.9536,251.3245
2127.966,245.1992,55.2797,249.0424
2095.026,244.3757,54.9503,251.3482
2051.068,243.2767,54.5107,254.4252
2156.128,245.9032,55.5613,247.071
2038.286,242.9572,54.3829,255.32
2166.764,246.1691,55.6676,246.3265
2156.377,245.9094,55.5638,247.0536
2149.463,245.7366,55.4946,247.5376
2135.48,245.387,55.3548,248.5164
2180.248,246.5062,55.8025,245.3826
2040.944,243.0236,54.4094,255.1339
2162.544,246.0636,55.6254,246.6219
2078.719,243.968,54.7872,252.4897
2139.48,245.487,55.3948,248.2364
2027.074,242.6769,54.2707,256.1048
2128.289,245.2072,55.2829,249.0198
2057.488,243.4372,54.5749,253.9758
2048.056,243.2014,54.4806,254.6361
2183.097,246.5774,55.831,245.1832
2048.732,243.2183,54.4873,254.5888
2087.38,244.1845,54.8738,251.8834
2007.631,242.1908,54.0763,257.4658
2052.102,243.3025,54.521,254.3529
2149.437,245.7359,55.4944,247.5394
2100.598,244.5149,55.006,250.9581
2198.026,246.9506,55.9803,244.1382
2090.576,244.2644,54.9058,251.6597
2159.559,245.989,55.5956,246.8309
2160.658,246.0164,55.6066,246.7539
2119.207,244.9802,55.1921,249.6555
2141.868,245.5467,55.4187,248.0692
2112.464,244.8116,55.1246,250.1275
2167.395,246.1849,55.674,246.2823
2147.081,245.677,55.4708,247.7043
2147.55,245.6887,55.4755,247.6715
2127.66,245.1915,55.2766,249.0638
2184.938,246.6234,55.8494,245.0543
2096.791,244.4198,54.9679,251.2246
2075.234,243.8809,54.7523,252.7336
2178.141,246.4535,55.7814,245.5301
2136.931,245.4233,55.3693,248.4148
2114.017,244.8504,55.1402,250.0188
2145.916,245.6479,55.4592,247.7859
2089.688,244.2422,54.8969,251.7218
2174.114,246.3528,55.7411,245.812
2053.304,243.3326,54.533,254.2687
2079.939,243.9985,54.7994,252.4043
2125.131,245.1283,55.2513,249.2408
2140.791,245.5198,55.4079,248.1446
2107.675,244.6919,55.0768,250.4627
2090.819,244.2705,54.9082,251.6427
2104.835,244.6209,55.0483,250.6615
2093.713,244.3428,54.9371,251.4401
2000.534,242.0134,54.0053,257.9626
2011.751,242.2938,54.1175,257.1774
2105.593,244.6398,55.0559,250.6085
2183.574,246.5893,55.8357,245.1498
2160.845,246.0211,55.6084,246.7408
2144.608,245.6152,55.4461,247.8774
2072.953,243.8238,54.7295,252.8933
2013.433,242.3358,54.1343,257.0597
2063.222,243.5806,54.6322,253.5745
2058.018,243.4504,54.5802,253.9387
2175.083,246.3771,55.7508,245.7442
2155.106,245.8777,55.5511,247.1426
2071.76,243.794,54.7176,252.9768
2002.152,242.0538,54.0215,257.8494
2010.348,242.2587,54.1035,257.2756
2113.851,244.8463,55.1385,250.0304
2092.82,244.3205,54.9282,251.5026
2184.377,246.6094,55.8438,245.0936
2194.633,246.8658,55.9463,244.3757
2085.186,244.1296,54.8519,252.037
2075.539,243.8885,54.7554,252.7123
2128.911,245.2228,55.2891,248.9762
2008.005,242.2001,54.08,257.4396
2155.314,245.8828,55.5531,247.128
2026.577,242.6644,54.2658,256.1396
2071.543,243.7886,54.7154,252.992
2136.609,245.4152,55.3661,248.4374
2092.545,244.3136,54.9254,251.5218
2089.214,244.2303,54.8921,251.755
2038.063,242.9516,54.3806,255.3356
2146.215,245.6554,55.4622,247.7649
2116.651,244.9163,55.1665,249.8344
2144.499,245.6125,55.445,247.8851
2131.501,245.2875,55.315,248.7949
2071.756,243.7939,54.7176,252.9771
2001.626,242.0406,54.0163,257.8862
2186.964,246.6741,55.8696,244.9125
2159.657,245.9914,55.5966,246.824
2021.852,242.5463,54.2185,256.4704
2115.634,244.8909,55.1563,249.9056
2138.975,245.4744,55.3897,248.2717
2102.279,244.557,55.0228,250.8405
2115.967,244.8992,55.1597,249.8823
2079.626,243.9907,54.7963,252.4262
2109.888,244.7472,55.0989,250.3078
2125.102,245.1275,55.251,249.2429
2173.158,246.3289,55.7316,245.8789
2136.657,245.4164,55.3666,248.434
2150.937,245.7734,55.5094,247.4344
2113.971,244.8493,55.1397,250.022
2003.381,242.0845,54.0338,257.7633
2194.178,246.8544,55.9418,244.4075
2028.203,242.7051,54.282,256.0258
2159.546,245.9887,55.5955,246.8318
2052.407,243.3102,54.5241,254.3315
2048.484,243.2121,54.4848,254.6061
2169.044,246.2261,55.6904,246.1669
2141.653,245.5413,55.4165,248.0843
2015.088,242.3772,54.1509,256.9438
2168.252,246.2063,55.6825,246.2224
2155.043,245.8761,55.5504,247.147
2101.65,244.5412,55.0165,250.8845
2036.844,242.9211,54.3684,255.4209
2105.416,244.6354,55.0542,250.6209
2070.767,243.7692,54.7077,253.0463
2169.516,246.2379,55.6952,246.1339
2132.615,245.3154,55.3261,248.7169
2010.104,242.2526,54.101,257.2927
2110.663,244.7666,55.1066,250.2536
2091.256,244.2814,54.9126,251.6121
2070.17,243.7543,54.7017,253.0881
2176.886,246.4221,55.7689,245.618
2116.704,244.9176,55.167,249.8307
2105.388,244.6347,55.0539,250.6228
2081.31,244.0327,54.8131,252.3083
2128.977,245.2244,55.2898,248.9716
2052.777,243.3194,54.5278,254.3056
2166.407,246.1602,55.6641,246.3515
2178.164,246.4541,55.7816,245.5285
2088.665,244.2166,54.8867,251.7934
2104.587,244.6147,55.0459,250.6789
2075.494,243.8873,54.7549,252.7154
2032.398,242.81,54.324,255.7321
2117.089,244.9272,55.1709,249.8038
2076.342,243.9085,54.7634,252.6561
2038.118,242.9529,54.3812,255.3317
2112.376,244.8094,55.1238,250.1337
2074.261,243.8565,54.7426,252.8017
2014.462,242.3615,54.1446,256.9877
2054.45,243.3612,54.5445,254.1885
2189.233,246.7308,55.8923,244.7537
2189.615,246.7404,55.8961,244.7269
2164.466,246.1116,55.6447,246.4874
2186.583,246.6646,55.8658,244.9392
2001.598,242.04,54.016,257.8881
2165.169,246.1292,55.6517,246.4382
2117.56,244.939,55.1756,249.7708
2119.973,244.9993,55.1997,249.6019
2155.293,245.8823,55.5529,247.1295
2071.894,243.7973,54.7189,252.9674
2103.299,244.5825,55.033,250.7691
2137.619,245.4405,55.3762,248.3667
2134.247,245.3562,55.3425,248.6027
2168.126,246.2031,55.6813,246.2312
2065.84,243.646,54.6584,253.3912
2088.618,244.2155,54.8862,251.7967
2087.084,244.1771,54.8708,251.9041
2077.924,243.9481,54.7792,252.5453
2125.735,245.1434,55.2574,249.1985
2055.919,243.398,54.5592,254.0857
2112.586,244.8147,55.1259,250.119
2155.536,245.8884,55.5554,247.1125
2155.886,245.8972,55.5589,247.088
2145.854,245.6463,55.4585,247.7902
2034.245,242.8561,54.3424,255.6028
2115.937,244.8984,55.1594,249.8844
2036.624,242.9156,54.3662,255.4363
2142.837,245.5709,55.4284,248.0014
2040.17,243.0043,54.4017,255.1881
2153.599,245.84,55.536,247.2481
2159.898,245.9975,55.599,246.8071
2177.975,246.4494,55.7797,245.5417
2044.88,243.122,54.4488,254.8584
2157.939,245.9485,55.5794,246.9443
2103.639,244.591,55.0364,250.7453
2144.668,245.6167,55.4467,247.8732
2008.494,242.2124,54.0849,257.4054
2022.877,242.5719,54.2288,256.3986
2135.623,245.3906,55.3562,248.5064
2141.339,245.5335,55.4134,248.1063
2197.519,246.938,55.9752,244.1737
2053.74,243.3435,54.5374,254.2382
2158.242,245.9561,55.5824,246.9231
2146.117,245.6529,55.4612,247.7718
2131.674,245.2919,55.3167,248.7828
2046.403,243.1601,54.464,254.7518
2026.659,242.6665,54.2666,256.1339
2092.495,244.3124,54.9249,251.5254
2132.411,245.3103,55.3241,248.7312
2100.055,244.5014,55.0006,250.9962
2197.983,246.9496,55.9798,244.1412
2036.727,242.9182,54.3673,255.4291
2167.739,246.1935,55.6774,246.2583
2194.575,246.8644,55.9458,244.3798
2104.233,244.6058,55.0423,250.7037
2049.664,243.2416,54.4966,254.5235
2167.374,246.1843,55.6737,246.2838
2075.443,243.8861,54.7544,252.719
2161.373,246.0343,55.6137,246.7039
2019.531,242.4883,54.1953,256.6328
2045.129,243.1282,54.4513,254.841
2031.653,242.7913,54.3165,255.7843
2127.427,245.1857,55.2743,249.0801
2118.119,244.953,55.1812,249.7317
2047.631,243.1908,54.4763,254.6658
2134.8,245.37,55.348,248.564
2090.242,244.2561,54.9024,251.6831
2044.966,243.1241,54.4497,254.8524
2188.996,246.7249,55.89,244.7703
2026.614,242.6653,54.2661,256.137
2053.587,243.3397,54.5359,254.2489
2196.754,246.9188,55.9675,244.2272
2013.383,242.3346,54.1338,257.0632
2057.754,243.4438,54.5775,253.9572
2076.241,243.906,54.7624,252.6631
2052.118,243.303,54.5212,254.3517
2091.047,244.2762,54.9105,251.6267
2179.789,246.4947,55.7979,245.4148
2105.517,244.6379,55.0552,250.6138
2043.471,243.0868,54.4347,254.957
2194.251,246.8563,55.9425,244.4024
2118.446,244.9612,55.1845,249.7088
2165.324,246.1331,55.6532,246.4273
2020.162,242.5041,54.2016,256.5887
2103.133,244.5783,55.0313,250.7807
2130.613,245.2653,55.3061,248.8571
2147.507,245.6877,55.4751,247.6745
2084.609,244.1152,54.8461,252.0774
2154.043,245.8511,55.5404,247.217
2166.15,246.1538,55.6615,246.3695
2058.889,243.4722,54.5889,253.8778
2049.749,243.2437,54.4975,254.5176
2131.388,245.2847,55.3139,248.8028
2149.561,245.739,55.4956,247.5307
2086.442,244.161,54.8644,251.9491
2000.721,242.018,54.0072,257.9495
2181.337,246.5334,55.8134,245.3064
2115.33,244.8833,55.1533,249.9269
2124.219,245.1055,55.2422,249.3047
2131.162,245.279,55.3116,248.8187
2159.654,245.9914,55.5965,246.8242
2126.534,245.1634,55.2653,249.1426
2275.357,252.6518,55.6232,234.5804
2349.401,258.2051,55.253,225.3249
2316.713,255.7535,55.4164,229.4109
2247.485,250.5614,55.7626,238.0644
2389.282,261.1961,55.0536,220.3397
2385.767,260.9325,55.0712,220.7791
2385.531,260.9148,55.0723,220.8086
2398.825,261.9119,55.0059,219.1469
2283.695,253.2771,55.5815,233.5381
2241.415,250.1061,55.7929,238.8231
2253.57,251.0178,55.7321,237.3037
2266.153,251.9615,55.6692,235.7309
2210.553,247.7915,55.9472,242.6809
2206.825,247.5119,55.9659,243.1469
2357.783,258.8337,55.2111,224.2771
2299.728,254.4796,55.5014,231.534
2256.2,251.215,55.719,236.975
2294.179,254.0634,55.5291,232.2276
2365.378,259.4034,55.1731,223.3277
2392.599,261.4449,55.037,219.9251
2242.224,250.1668,55.7889,238.722
2395.67,261.6753,55.0217,219.5412
2241.914,250.1436,55.7904,238.7607
2259.167,251.4375,55.7042,236.6041
2237.301,249.7976,55.8135,239.3374
2210.137,247.7603,55.9493,242.7329
2246.348,250.4761,55.7683,238.2065
2242.557,250.1918,55.7872,238.6804
2357.113,258.7835,55.2144,224.3609
2238.38,249.8785,55.8081,239.2025
2369.114,259.6835,55.1544,222.8607
2343.485,257.7614,55.2826,226.0644
2311.64,255.373,55.4418,230.045
2382.396,260.6797,55.088,221.2005
2301.071,254.5803,55.4946,231.3661
2347.35,258.0512,55.2632,225.5813
2393.82,261.5365,55.0309,219.7725
2217.272,248.2954,55.9136,241.841
2264.187,251.814,55.6791,235.9766
2385.901,260.9426,55.0705,220.7624
2204.418,247.3314,55.9779,243.4477
2391.589,261.3692,55.0421,220.0514
2256.618,251.2463,55.7169,236.9228
2323.508,256.2631,55.3825,228.5615
2360.675,259.0506,55.1966,223.9156
2236.262,249.7197,55.8187,239.4672
2286.728,253.5046,55.5664,233.159
2233.353,249.5015,55.8332,239.8309
2322.984,256.2238,55.3851,228.627
2351.944,258.3958,55.2403,225.007
2351.402,258.3551,55.243,225.0747
2259.101,251.4326,55.7045,236.6124
2224.253,248.819,55.8787,240.9684
2249.055,250.6791,55.7547,237.8681
2394.842,261.6132,55.0258,219.6447
2224.308,248.8231,55.8785,240.9615
2204.263,247.3197,55.9787,243.4671
2333.102,256.9826,55.3345,227.3623
2395.987,261.699,55.0201,219.5016
2241.298,250.0973,55.7935,238.8378
2262.198,251.6648,55.689,236.2253
2207.611,247.5708,55.9619,243.0486
2285.157,253.3868,55.5742,233.3554
2226.849,249.0137,55.8658,240.6439
2312.533,255.44,55.4373,229.9334
2377.32,260.299,55.1134,221.835
2294.891,254.1168,55.5255,232.1386
2263.694,251.7771,55.6815,236.0383
2223.882,248.7911,55.8806,241.0147
2272.769,252.4577,55.6362,234.9039
2209.492,247.7119,55.9525,242.8135
2393.003,261.4752,55.035,219.8746
2249.603,250.7202,55.752,237.7996
2309.699,255.2274,55.4515,230.2876
2307.395,255.0546,55.463,230.5756
2387.496,261.0622,55.0625,220.563
2350.645,258.2984,55.2468,225.1694
2350.687,258.3015,55.2466,225.1641
2355.208,258.6406,55.224,224.599
2376.909,260.2682,55.1155,221.8864
2254.888,251.1166,55.7256,237.139
2278.336,252.8752,55.6083,234.208
2255.857,251.1893,55.7207,237.0179
2350.609,258.2957,55.247,225.1739
2251.288,250.8466,55.7436,237.589
2215.068,248.1301,55.9247,242.1165
2371.814,259.886,55.1409,222.5233
2377.83,260.3372,55.1108,221.7713
2322.97,256.2228,55.3852,228.6288
2251.819,250.8864,55.7409,237.5226
2232.86,249.4645,55.8357,239.8925
2233.691,249.5268,55.8315,239.7886
2300.526,254.5394,55.4974,231.4343
2276.782,252.7587,55.6161,234.4022
2329.086,256.6814,55.3546,227.8643
2311.028,255.3271,55.4449,230.1215
2299.467,254.46,55.5027,231.5666
2374.454,260.0841,55.1277,222.1932
2373.694,260.0271,55.1315,222.2883
2374.975,260.1231,55.1251,222.1281
2399.1,261.9325,55.0045,219.1125
2379.753,260.4815,55.1012,221.5309
2372.475,259.9356,55.1376,222.4406
2253.784,251.0338,55.7311,237.277
2212.566,247.9424,55.9372,242.4293
2345.266,257.8949,55.2737,225.8417
2273.413,252.506,55.6329,234.8234
2276.799,252.7599,55.616,234.4001
2262.866,251.7149,55.6857,236.1418
2221.331,248.5998,55.8933,241.3336
2374.177,260.0633,55.1291,222.2279
2383.185,260.7389,55.0841,221.1019
2271.427,252.357,55.6429,235.0716
2386.122,260.9592,55.0694,220.7348
2323.846,256.2885,55.3808,228.5192
2346.292,257.9719,55.2685,225.7135
2355.403,258.6552,55.223,224.5746
2382.264,260.6698,55.0887,221.217
2305.297,254.8973,55.4735,230.8379
2377.38,260.3035,55.1131,221.8275
2320.012,256.0009,55.3999,228.9985
2203.849,247.2887,55.9808,243.5189
2307.383,255.0537,55.4631,230.5771
2374.033,260.0525,55.1298,222.2459
2376.069,260.2052,55.1197,221.9914
2338.79,257.4092,55.306,226.6513
2298.275,254.3706,55.5086,231.7156
2309.351,255.2013,55.4532,230.3311
2252.489,250.9367,55.7376,237.4389
2215.791,248.1843,55.921,242.0261
2317.031,255.7773,55.4148,229.3711
2240.322,250.0241,55.7984,238.9597
2359.556,258.9667,55.2022,224.0555
2363.946,259.2959,55.1803,223.5068
2248.706,250.653,55.7565,237.9117
2251.347,250.851,55.7433,237.5816
2392.69,261.4518,55.0365,219.9137
2296.915,254.2686,55.5154,231.8856
2234.972,249.6229,55.8251,239.6285
2307.862,255.0897,55.4607,230.5172
2233.994,249.5496,55.83,239.7507
2356.536,258.7402,55.2173,224.433
2377.855,260.3391,55.1107,221.7681
2200.745,247.0559,55.9963,243.9069
2236.818,249.7614,55.8159,239.3977
2268.872,252.1654,55.6556,235.391
2369.895,259.7421,55.1505,222.7631
2306.91,255.0182,55.4655,230.6363
2236.265,249.7199,55.8187,239.4669
2279.882,252.9912,55.6006,234.0147
2337.313,257.2985,55.3134,226.8359
2358.085,258.8564,55.2096,224.2394
2205.753,247.4315,55.9712,243.2809
2261.274,251.5955,55.6936,236.3408
2257.621,251.3216,55.7119,236.7974
2261.206,251.5905,55.694,236.3492
2241.409,250.1057,55.793,238.8239
2212.721,247.9541,55.9364,242.4099
2398.609,261.8957,55.007,219.1739
2341.352,257.6014,55.2932,226.331
2344.16,257.812,55.2792,225.98
2301.337,254.6003,55.4933,231.3329
2249.825,250.7369,55.7509,237.7719
2212.108,247.9081,55.9395,242.4865
2385.058,260.8793,55.0747,220.8678
2288.765,253.6574,55.5562,232.9044
2274.179,252.5634,55.6291,234.7276
2246.808,250.5106,55.766,238.149
2325.055,256.3791,55.3747,228.3681
2377.028,260.2771,55.1149,221.8715
2252.578,250.9433,55.7371,237.4278
2234.094,249.5571,55.8295,239.7382
2372.415,259.9311,55.1379,222.4481
2293.903,254.0427,55.5305,232.2621
2240.181,250.0136,55.7991,238.9774
2328.032,256.6024,55.3598,227.996
2246.281,250.4711,55.7686,238.2149
2261.893,251.642,55.6905,236.2634
2282.159,253.1619,55.5892,233.7301
2304.566,254.8424,55.4772,230.9293
2234.121,249.5591,55.8294,239.7349
2353.124,258.4843,55.2344,224.8595
2250.675,250.8006,55.7466,237.6656
2384.707,260.853,55.0765,220.9116
2382.256,260.6692,55.0887,221.218
2356.578,258.7433,55.2171,224.4278
2341.893,257.642,55.2905,226.2634
2226.642,248.9981,55.8668,240.6698
2292.433,253.9325,55.5378,232.4459
2307.546,255.0659,55.4623,230.5568
2230.814,249.311,55.8459,240.1483
2365.546,259.4159,55.1723,223.3068
2227.887,249.0915,55.8606,240.5141
2205.465,247.4099,55.9727,243.3169
2325.023,256.3767,55.3749,228.3721
2254.366,251.0774,55.7282,237.2043
2319.868,255.9901,55.4007,229.0165
2201.243,247.0932,55.9938,243.8446
2219.725,248.4794,55.9014,241.5344
2235.578,249.6684,55.8221,239.5528
2210.415,247.7811,55.9479,242.6981
2369.5,259.7125,55.1525,222.8125
2309.134,255.185,55.4543,230.3582
2212.757,247.9568,55.9362,242.4054
2242.977,250.2233,55.7851,238.6279
2310.431,255.2823,55.4478,230.1961
2376.015,260.2011,55.1199,221.9981
2338.38,257.3785,55.3081,226.7025
2332.89,256.9667,55.3355,227.3888
2298.833,254.4125,55.5058,231.6459
2286.03,253.4523,55.5699,233.2462
2261.629,251.6222,55.6919,236.2964
2268.784,252.1588,55.6561,235.402
2222.697,248.7023,55.8865,241.1629
2272.712,252.4534,55.6364,234.911
2236.562,249.7421,55.8172,239.4298
2369.888,259.7416,55.1506,222.764
2219.992,248.4994,55.9,241.501
2292.953,253.9715,55.5352,232.3809
2367.839,259.5879,55.1608,223.0201
2395.124,261.6343,55.0244,219.6095
2246.702,250.5027,55.7665,238.1622
2232.178,249.4133,55.8391,239.9778
2342.63,257.6972,55.2869,226.1712
2352.601,258.4451,55.237,224.9249
2246.529,250.4897,55.7674,238.1839
2292.43,253.9322,55.5378,232.4463
2265.63,251.9222,55.6718,235.7962
2396.374,261.728,55.0181,219.4533
2208.776,247.6582,55.9561,242.903
2335.671,257.1753,55.3216,227.0411
2230.214,249.266,55.8489,240.2233
2329.069,256.6802,55.3547,227.8664
2373.246,259.9934,55.1338,222.3442
2281.585,253.1189,55.5921,233.8019
2226.194,248.9646,55.869,240.7258
2352.526,258.4394,55.2374,224.9343
2340.492,257.5369,55.2975,226.4385
2205.607,247.4205,55.972,243.2991
2392.876,261.4657,55.0356,219.8905
2313.996,255.5497,55.43,229.7505
2340.149,257.5112,55.2993,226.4814
2218.768,248.4076,55.9062,241.654
2316.218,255.7163,55.4189,229.4728
2212.918,247.9689,55.9354,242.3852
2342.529,257.6897,55.2874,226.1839
2365.196,259.3897,55.174,223.3505
2340.011,257.5008,55.2999,226.4986
2292.064,253.9048,55.5397,232.492
2217.431,248.3073,55.9128,241.8211
